0016b2d9-52b7-49c9-a034-c01a6071aacb.bam BS_CXN0498B
7316-931T2_262B_S1_L001_R1_001.fastq.gz BS_K45CVRJH
7316-931T2_262B_S1_L001_R2_001.fastq.gz BS_K45CVRJH
7316-931_1.fq.gz BS_BHCT2N5Z
7316-931_2.fq.gz BS_BHCT2N5Z
7316-942-RNA_400855_1.fq.gz BS_9T5MB3MZ
7316-942-RNA_400855_2.fq.gz BS_9T5MB3MZ
7316-95-DNA393528_S7_L007_R1_001.fastq.gz BS_F39VNZ2E
7316-95-DNA393528_S7_L007_R2_001.fastq.gz BS_F39VNZ2E
7316-968T_S4_L004_R1_001.fastq.gz BS_9GMK3P7J
7316-968T_S4_L004_R2_001.fastq.gz BS_9GMK3P7J
7316-968T_S8_L008_R1_001.fastq.gz BS_9GMK3P7J
7316-968T_S8_L008_R2_001.fastq.gz BS_9GMK3P7J
7316-968_1.fq.gz BS_XKF9NNCK
7316-968_2.fq.gz BS_XKF9NNCK
7316-99T2_232A_S2_L002_R1_001.fastq.gz BS_56NKVZAD
7316-99T2_232A_S2_L002_R2_001.fastq.gz BS_56NKVZAD
7316-99T2_232B_S2_L002_R1_001.fastq.gz BS_56NKVZAD
7316-99_1.fq.gz BS_059RWKVQ
7316-99_2.fq.gz BS_059RWKVQ
7316_1099_RNA_470025_1.fq.gz BS_0KGMSWZP
7316_1099_RNA_470025_2.fq.gz BS_0KGMSWZP
7316_1100_470028_1.fq.gz BS_PQERRDA2
7316_1100_470028_2.fq.gz BS_PQERRDA2
7316_1102_RNA_470031_1.fq.gz BS_TWFG3GV8
7316_1102_RNA_470031_2.fq.gz BS_TWFG3GV8
7316_1105_RNA_470017_1.fq.gz BS_HK6NN43Y
7316_1105_RNA_470017_2.fq.gz BS_HK6NN43Y
7316_111_RNA_470423_1.fq.gz BS_QBRGF0R9
7316_111_RNA_470423_2.fq.gz BS_QBRGF0R9
7316_1214_RNA_470430_1.fq.gz BS_EEA74AX6
7316_1214_RNA_470430_2.fq.gz BS_EEA74AX6
7316_1252_RNA_470433_1.fq.gz BS_XW0JHXPB
7316_1252_RNA_470433_2.fq.gz BS_XW0JHXPB
7316_1279_RNA_470420_1.fq.gz BS_GY5B0CA6
7316_1279_RNA_470420_2.fq.gz BS_GY5B0CA6
7316_130_RNA_470440_1.fq.gz BS_V87VXSBC
7316_130_RNA_470440_2.fq.gz BS_V87VXSBC
7316_1464_RNA_470021_1.fq.gz BS_D3JBFCK8
7316_1464_RNA_470021_2.fq.gz BS_D3JBFCK8
7316_1473_RNA_470024_1.fq.gz BS_H18YVFPX
7316_1473_RNA_470024_2.fq.gz BS_H18YVFPX
7316_1480_RNA_470425_1.fq.gz BS_KM43WC93
7316_1480_RNA_470425_2.fq.gz BS_KM43WC93
7316_1694_RNA_470027_1.fq.gz BS_TZ255DYP
7316_1694_RNA_470027_2.fq.gz BS_TZ255DYP
7316_1723_RNA_470023_1.fq.gz BS_5VKR0KZW
7316_1723_RNA_470023_2.fq.gz BS_5VKR0KZW
7316_1769_RNA_470030_1.fq.gz BS_CF2MKJ9D
7316_1769_RNA_470030_2.fq.gz BS_CF2MKJ9D
7316_1799_RNA_470428_1.fq.gz BS_4EY1VMR0
7316_1799_RNA_470428_2.fq.gz BS_4EY1VMR0
7316_1844_RNA_470026_1.fq.gz BS_A1W3BZBM
7316_1844_RNA_470026_2.fq.gz BS_A1W3BZBM
7316_189_RNA_470426_1.fq.gz BS_53QZJ7SP
7316_189_RNA_470426_2.fq.gz BS_53QZJ7SP
7316_2009_RNA_470439_1.fq.gz BS_TRVM8YNF
7316_2009_RNA_470439_2.fq.gz BS_TRVM8YNF
7316_212_RNA_470016_1.fq.gz BS_NKMTQF2H
7316_212_RNA_470016_2.fq.gz BS_NKMTQF2H
7316_2140_RNA_470436_1.fq.gz BS_CJ78MJJ5
7316_2140_RNA_470436_2.fq.gz BS_CJ78MJJ5
7316_292_RNA_470438_1.fq.gz BS_Y42CGDYK
7316_292_RNA_470438_2.fq.gz BS_Y42CGDYK
7316_334_RNA_470437_1.fq.gz BS_SGAPFNTP
7316_334_RNA_470437_2.fq.gz BS_SGAPFNTP
7316_3_RNA_470422_1.fq.gz BS_2ABY5186
7316_3_RNA_470422_2.fq.gz BS_2ABY5186
7316_423_RNA_470419_1.fq.gz BS_F6Z76VRS
7316_423_RNA_470419_2.fq.gz BS_F6Z76VRS
7316_425_RNA_470441_1.fq.gz BS_1EYYHGT7
7316_425_RNA_470441_2.fq.gz BS_1EYYHGT7
7316_430_RNA_470019_1.fq.gz BS_X5P108ZR
7316_430_RNA_470019_2.fq.gz BS_X5P108ZR
7316_529_RNA_470022_1.fq.gz BS_38589DP7
7316_529_RNA_470022_2.fq.gz BS_38589DP7
7316_532_RNA_470434_1.fq.gz BS_A630Q5FD
7316_532_RNA_470434_2.fq.gz BS_A630Q5FD
7316_659_RNA_470424_1.fq.gz BS_QQWDRXC9
7316_659_RNA_470424_2.fq.gz BS_QQWDRXC9
7316_714_RNA_470018_1.fq.gz BS_D5A9D1TR
7316_714_RNA_470018_2.fq.gz BS_D5A9D1TR
7316_71_RNA_470015_1.fq.gz BS_TV4RMW9B
7316_71_RNA_470015_2.fq.gz BS_TV4RMW9B
7316_736_RNA_470432_1.fq.gz BS_R6R7T0QZ
7316_736_RNA_470432_2.fq.gz BS_R6R7T0QZ
7316_740_RNA_470429_1.fq.gz BS_7A5FYS6E
7316_740_RNA_470429_2.fq.gz BS_7A5FYS6E
7316_762_RNA_471264_1.fq.gz BS_JCR4R5XQ
7316_762_RNA_471264_2.fq.gz BS_JCR4R5XQ
7316_764_RNA_470427_1.fq.gz BS_SJ682YQ6
7316_764_RNA_470427_2.fq.gz BS_SJ682YQ6
7316_775_RNA_470421_1.fq.gz BS_8PGKZB4X
7316_775_RNA_470421_2.fq.gz BS_8PGKZB4X
7316_872_RNA_470435_1.fq.gz BS_T0K0E2YT
7316_872_RNA_470435_2.fq.gz BS_T0K0E2YT
7316_895_RNA_470020_1.fq.gz BS_4QDV8VVZ
7316_895_RNA_470020_2.fq.gz BS_4QDV8VVZ
734d7fe6-d3a7-4135-952b-1dfed7d7f826.bam BS_CYWG5ET8
734d7fe6-d3a7-4135-952b-1dfed7d7f826.local.transcript.bam BS_CYWG5ET8
738e3a13-723e-47e2-8ff2-b43eb12a564a.bam BS_CZH1VGH3
738e3a13-723e-47e2-8ff2-b43eb12a564a.local.transcript.bam BS_CZH1VGH3
73a69824-7979-4c53-94ad-bceb74359692.bam BS_FG649AWK
73b9a1a7-9890-4fa6-ad35-b739c30157dd.bam BS_TGD2BZZ2
73b9a1a7-9890-4fa6-ad35-b739c30157dd.local.transcript.bam BS_TGD2BZZ2
744a4a3a-4f16-4933-81f5-45edf2f7215c.bam BS_83MSWR59
745e4796-965b-4d0e-b894-f84a62a65a44.bam BS_NASADC3P
74c29a01-b554-4e3b-bd11-336b303c034b.bam BS_BBCM52QE
75c9871d-8104-4914-92f1-4d684ebe3580.bam BS_H26BGKGZ
7607a68d-6d37-4a44-ad32-e2012e4fbd2c.bam BS_3NX3RBCX
770024a7-6049-4244-b5be-39256df49adf.bam BS_Y7YP683Z
770024a7-6049-4244-b5be-39256df49adf.local.transcript.bam BS_Y7YP683Z
77bbb37a-0725-465a-9d6e-c70d002d02a4.bam BS_1YTHM07J
77c8fc33-af60-4379-a094-858983f1c85b.bam BS_MGBEMNYR
77d87cba-bcda-49e3-8f36-ca1874b2d6ee.bam BS_46QM1X7Q
77d87cba-bcda-49e3-8f36-ca1874b2d6ee.local.transcript.bam BS_46QM1X7Q
79293031-b6f5-4ab6-82e1-f5223ecefeec.bam BS_P42V737Y
79861b6b-c394-4978-8b09-2dc65a7836ba.bam BS_D2A8AGHR
79861b6b-c394-4978-8b09-2dc65a7836ba.local.transcript.bam BS_D2A8AGHR
7a4725cc-f99b-4c41-b0d0-f2e21afbfc5a.bam BS_FNHZW41M
7a4725cc-f99b-4c41-b0d0-f2e21afbfc5a.local.transcript.bam BS_FNHZW41M
7a91ef27-044e-4e8c-8a0d-0b8ab21ce1d8.bam BS_JE46Z8KN
7a91ef27-044e-4e8c-8a0d-0b8ab21ce1d8.local.transcript.bam BS_JE46Z8KN
7c6f0519-9598-40cc-be5c-49e0ffe0d4e6.bam BS_8SMPK52A
7c6f0519-9598-40cc-be5c-49e0ffe0d4e6.local.transcript.bam BS_8SMPK52A
7cc382a4-558d-4ef6-bff6-e8377d82b8c5.bam BS_FHR0VYYP
7cc382a4-558d-4ef6-bff6-e8377d82b8c5.local.transcript.bam BS_FHR0VYYP
7d3e041e-7217-4ddf-a596-f4b964841db6.bam BS_JC8YV5V9
7dd18378-8666-493a-a9ec-d2e2bb749e9e.bam BS_SJKFTAC6
7dd18378-8666-493a-a9ec-d2e2bb749e9e.local.transcript.bam BS_SJKFTAC6
7e507beb-7f07-482d-a317-fafb05b0c061.bam BS_DHQJD4EH
7e507beb-7f07-482d-a317-fafb05b0c061.local.transcript.bam BS_DHQJD4EH
7ef91309-66ce-416f-903f-d7a0183f3304.bam BS_3ASZ14P8
7ef91309-66ce-416f-903f-d7a0183f3304.local.transcript.bam BS_3ASZ14P8
7f174f4b-5fdc-4577-8bc5-0d7eb944f706.bam BS_NEX92KQH
80483dae-3f79-4a84-95da-e52862c117f4.bam BS_ZR48WNQ4
80483dae-3f79-4a84-95da-e52862c117f4.local.transcript.bam BS_ZR48WNQ4
80dba1aa-55c7-4754-8387-854c58fd66e2.bam BS_XMNBSBGN
8105e10d-555b-413e-8d18-30e0845bc8ec.bam BS_4ZBF5QNQ
85300a3e-e39e-443e-85af-49bb15bc4c57.bam BS_2GMJJ17H
85300a3e-e39e-443e-85af-49bb15bc4c57.local.transcript.bam BS_2GMJJ17H
853d1bf9-7703-4afe-82a7-c03738541f86.bam BS_B4P1NP87
865d5ad5-71b6-4874-a15f-55feb29c2093.bam BS_HZHEF797
866ee523-0787-4145-890f-0132227d804c.bam BS_KXGJ1HMG
8748e791-fa18-431b-983a-e45ac4154622.bam BS_BVD7PWP5
87b9c53a-de92-4aa4-9cfb-f34b226af9cd.bam BS_Q61APTBY
87b9c53a-de92-4aa4-9cfb-f34b226af9cd.local.transcript.bam BS_Q61APTBY
88ded540-5c40-4c5b-899e-7a6c079d58a6.bam BS_KAZ5DXW4
88ded540-5c40-4c5b-899e-7a6c079d58a6.local.transcript.bam BS_KAZ5DXW4
88f00083-53ee-4f20-899a-94b39ab3bbed.bam BS_QC5FNXGH
898b495b-8d3f-4b21-9815-44bd9cc1dd3b.bam BS_RH9PMH3G
8a469593-0b76-493c-accf-27adaa78994d.bam BS_AVS4DSZW
8a737a80-e2b4-40d7-b98f-474aa958f30f.bam BS_BNFCXVYZ
8b24ee67-dca9-4220-92e2-353664b82455.bam BS_PEDGRK8S
8b9045b5-50c8-4e66-a09e-711e1d1dfafd.bam BS_TF6H437Q
8bcaa7ca-d16a-4912-be12-f03746beecec.bam BS_WY331RJX
8bcaa7ca-d16a-4912-be12-f03746beecec.local.transcript.bam BS_WY331RJX
8c652562-bbc0-41fb-a184-e26ade307b9b.bam BS_S88G7BXH
8c73316f-ee0c-4c35-92ae-e547e6a6dbc8.bam BS_KEFMP7EJ
8cae43cb-a44d-4f12-9a9a-5fab357be774.bam BS_SCQNN2A2
8d6b7565-ac9b-4bf8-9742-b8d25fccd248.bam BS_Q0673RDW
8d6b7565-ac9b-4bf8-9742-b8d25fccd248.local.transcript.bam BS_Q0673RDW
8eb2eaf6-1636-4987-9f9a-268fb152bf50.bam BS_GNDDQW33
8eb2eaf6-1636-4987-9f9a-268fb152bf50.local.transcript.bam BS_GNDDQW33
9092ddc5-4453-4e46-ad94-b58350e4bc17.bam BS_T97EP8H0
91a3ce2f-bd66-4079-99be-4a580fca128c.bam BS_QVP72WHM
9249d289-6f49-45a7-a16f-84ead72f5860.bam BS_52Y2TX0N
9249d289-6f49-45a7-a16f-84ead72f5860.local.transcript.bam BS_52Y2TX0N
93171b2b-61ed-44fd-a4e0-9f03ff1f1cd9.bam BS_E154GJ7P
93171b2b-61ed-44fd-a4e0-9f03ff1f1cd9.local.transcript.bam BS_E154GJ7P
9331546d-d747-4d34-be15-faed431abb60.bam BS_FJ0AJRCW
9499c842-b987-41be-9564-3d8722accf65.bam BS_FFHJB25V
9499c842-b987-41be-9564-3d8722accf65.local.transcript.bam BS_FFHJB25V
9645ad33-86b5-4c68-ad7c-21ddd02956f6.bam BS_X8HRJ5T0
9645ad33-86b5-4c68-ad7c-21ddd02956f6.local.transcript.bam BS_X8HRJ5T0
96490c43-d3dc-46eb-8659-91f15f18834b.bam BS_K2G05P1M
964f4657-d476-4f0a-b20f-dfe08aff36f1.bam BS_GMTRN8XG
964f4657-d476-4f0a-b20f-dfe08aff36f1.local.transcript.bam BS_GMTRN8XG
96cc6607-d758-4fcf-acc3-adb36fa9cd5f.bam BS_S9X6T3E3
96cc6607-d758-4fcf-acc3-adb36fa9cd5f.local.transcript.bam BS_S9X6T3E3
96ee87ea-4d59-4a72-aace-d8ba046caf78.bam BS_492NFNDS
96ee87ea-4d59-4a72-aace-d8ba046caf78.local.transcript.bam BS_492NFNDS
97785957-4d3e-4c9f-a061-3c2dba820c41.bam BS_YH4DYNQ2
97b6186d-a7c2-44cc-99b5-ebee73d5f8bf.bam BS_V70595QA
97b6186d-a7c2-44cc-99b5-ebee73d5f8bf.local.transcript.bam BS_V70595QA
987d5309-d72b-4a37-9ced-8e7a4c47bed8.bam BS_7EZMNPPT
987d5309-d72b-4a37-9ced-8e7a4c47bed8.local.transcript.bam BS_7EZMNPPT
987fb2f9-9dff-438b-b9c1-af435a05d616.bam BS_6CG6Y0TS
987fb2f9-9dff-438b-b9c1-af435a05d616.local.transcript.bam BS_6CG6Y0TS
98d2d0a9-6ea1-43e6-bb05-e6240a83edc5.bam BS_30W38X77
98e6af6a-ff25-4454-95df-ae7a4532662d.bam BS_ERMGD2N5
9c069b22-91f5-43d6-be87-e17330b3e610.bam BS_QA0PBKY1
9c29b8c3-1340-4d8a-9f0b-6ea632352491.bam BS_WWTPH7KN
9c31eedf-ae46-4e4a-9fa7-84604bea8012.bam BS_X6F9060T
9c31eedf-ae46-4e4a-9fa7-84604bea8012.local.transcript.bam BS_X6F9060T
9c65bfc4-9b17-4837-a46d-786431c45d68.bam BS_QZ8MDE66
9c65bfc4-9b17-4837-a46d-786431c45d68.local.transcript.bam BS_QZ8MDE66
9d522b86-09d1-43e9-b558-0ba61b588a92.bam BS_H2K7XX4X
9da8fa44-f053-474d-ac0f-825cdda97d20.bam BS_C19DFVR5
9da95718-4b48-489a-8fad-677aeda605e7.bam BS_Y5BQABFC
9e761455-4a85-46a8-b9bb-426084cf19d9.bam BS_3P2ZRZPS
9f016208-6f54-403f-9939-df38bc587a73.bam BS_9AP7JNVQ
9f016208-6f54-403f-9939-df38bc587a73.local.transcript.bam BS_9AP7JNVQ
9f2d8787-0cc5-48bc-a6fa-cad0b27c30bd.bam BS_9W07EXVT
9f2d8787-0cc5-48bc-a6fa-cad0b27c30bd.local.transcript.bam BS_9W07EXVT
DNA456369_S3_L003_R1_001.fastq.gz BS_WC1PD2GZ
DNA456369_S3_L003_R2_001.fastq.gz BS_WC1PD2GZ
DNA456484_S1_L001_R1_001.fastq.gz BS_YGKNJZSM
DNA456484_S1_L001_R2_001.fastq.gz BS_YGKNJZSM
DNA456484_S4_L004_R1_001.fastq.gz BS_YGKNJZSM
DNA456484_S4_L004_R2_001.fastq.gz BS_YGKNJZSM
DNA478579_S6_L006_R1_001.fastq.gz BS_P2ZSRQMT
DNA478579_S6_L006_R2_001.fastq.gz BS_P2ZSRQMT
DNA478579_S7_L007_R1_001.fastq.gz BS_P2ZSRQMT
DNA478579_S7_L007_R2_001.fastq.gz BS_P2ZSRQMT
DNA478580_S5_L005_R1_001.fastq.gz BS_7JTH80WC
DNA478580_S5_L005_R2_001.fastq.gz BS_7JTH80WC
DNA478580_S6_L006_R1_001.fastq.gz BS_7JTH80WC
DNA478580_S6_L006_R2_001.fastq.gz BS_7JTH80WC
DNA478581_S3_L003_R1_001.fastq.gz BS_6XBR5QFN
DNA478581_S3_L003_R2_001.fastq.gz BS_6XBR5QFN
DNA478581_S4_L004_R1_001.fastq.gz BS_6XBR5QFN
DNA478581_S4_L004_R2_001.fastq.gz BS_6XBR5QFN
DNA478582_S2_L002_R1_001.fastq.gz BS_42DSJ0YQ
DNA478582_S2_L002_R2_001.fastq.gz BS_42DSJ0YQ
DNA478582_S5_L005_R1_001.fastq.gz BS_42DSJ0YQ
DNA478582_S5_L005_R2_001.fastq.gz BS_42DSJ0YQ
DNA478583_S4_L004_R1_001.fastq.gz BS_CVJHJ68W
DNA478583_S4_L004_R2_001.fastq.gz BS_CVJHJ68W
DNA478583_S5_L005_R1_001.fastq.gz BS_CVJHJ68W
DNA478583_S5_L005_R2_001.fastq.gz BS_CVJHJ68W
DNA478584_S3_L003_R1_001.fastq.gz BS_MF9NQH79
DNA478584_S3_L003_R2_001.fastq.gz BS_MF9NQH79
DNA478584_S6_L006_R1_001.fastq.gz BS_MF9NQH79
DNA478584_S6_L006_R2_001.fastq.gz BS_MF9NQH79
DNA478585_S4_L004_R1_001.fastq.gz BS_T0YW18FM
DNA478585_S4_L004_R2_001.fastq.gz BS_T0YW18FM
DNA478585_S7_L007_R1_001.fastq.gz BS_T0YW18FM
DNA478585_S7_L007_R2_001.fastq.gz BS_T0YW18FM
DNA478586_S1_L001_R1_001.fastq.gz BS_Z0ZKE4WV
DNA478586_S1_L001_R2_001.fastq.gz BS_Z0ZKE4WV
DNA478586_S2_L002_R1_001.fastq.gz BS_Z0ZKE4WV
DNA478586_S2_L002_R2_001.fastq.gz BS_Z0ZKE4WV
DNA478587_S1_L001_R1_001.fastq.gz BS_E0YG4FCT
DNA478587_S1_L001_R2_001.fastq.gz BS_E0YG4FCT
DNA478587_S7_L007_R1_001.fastq.gz BS_E0YG4FCT
DNA478587_S7_L007_R2_001.fastq.gz BS_E0YG4FCT
DNA478588_S5_L005_R1_001.fastq.gz BS_NT2J14H5
DNA478588_S5_L005_R2_001.fastq.gz BS_NT2J14H5
DNA478588_S8_L008_R1_001.fastq.gz BS_NT2J14H5
DNA478588_S8_L008_R2_001.fastq.gz BS_NT2J14H5
DNA478589_S1_L001_R1_001.fastq.gz BS_7Y258NY2
DNA478589_S1_L001_R2_001.fastq.gz BS_7Y258NY2
DNA478589_S6_L006_R1_001.fastq.gz BS_7Y258NY2
DNA478589_S6_L006_R2_001.fastq.gz BS_7Y258NY2
DNA478590_S2_L002_R1_001.fastq.gz BS_DM0QCSEM
DNA478590_S2_L002_R2_001.fastq.gz BS_DM0QCSEM
DNA478590_S7_L007_R1_001.fastq.gz BS_DM0QCSEM
DNA478590_S7_L007_R2_001.fastq.gz BS_DM0QCSEM
DNA478591_S3_L003_R1_001.fastq.gz BS_V4B40F5R
DNA478591_S3_L003_R2_001.fastq.gz BS_V4B40F5R
DNA478591_S8_L008_R1_001.fastq.gz BS_V4B40F5R
DNA478591_S8_L008_R2_001.fastq.gz BS_V4B40F5R
DNA478592_S1_L001_R1_001.fastq.gz BS_RK8Y9M55
DNA478592_S1_L001_R2_001.fastq.gz BS_RK8Y9M55
DNA478592_S4_L004_R1_001.fastq.gz BS_RK8Y9M55
DNA478592_S4_L004_R2_001.fastq.gz BS_RK8Y9M55
DNA478593_S2_L002_R1_001.fastq.gz BS_VSA8238D
DNA478593_S2_L002_R2_001.fastq.gz BS_VSA8238D
DNA478593_S5_L005_R1_001.fastq.gz BS_VSA8238D
DNA478593_S5_L005_R2_001.fastq.gz BS_VSA8238D
DNA478594_S3_L003_R1_001.fastq.gz BS_J4FFG2ZH
DNA478594_S3_L003_R2_001.fastq.gz BS_J4FFG2ZH
DNA478594_S6_L006_R1_001.fastq.gz BS_J4FFG2ZH
DNA478594_S6_L006_R2_001.fastq.gz BS_J4FFG2ZH
DNA478595_S1_L001_R1_001.fastq.gz BS_V56VNXWH
DNA478595_S1_L001_R2_001.fastq.gz BS_V56VNXWH
DNA478595_S8_L008_R1_001.fastq.gz BS_V56VNXWH
DNA478595_S8_L008_R2_001.fastq.gz BS_V56VNXWH
DNA478596_S4_L004_R1_001.fastq.gz BS_X8XTXGJS
DNA478596_S4_L004_R2_001.fastq.gz BS_X8XTXGJS
DNA478596_S7_L007_R1_001.fastq.gz BS_X8XTXGJS
DNA478596_S7_L007_R2_001.fastq.gz BS_X8XTXGJS
DNA478597_S5_L005_R1_001.fastq.gz BS_STZ3Z12Y
DNA478597_S5_L005_R2_001.fastq.gz BS_STZ3Z12Y
DNA478597_S8_L008_R1_001.fastq.gz BS_STZ3Z12Y
DNA478597_S8_L008_R2_001.fastq.gz BS_STZ3Z12Y
DNA478598_S2_L002_R1_001.fastq.gz BS_48YYAV89
DNA478598_S2_L002_R2_001.fastq.gz BS_48YYAV89
DNA478598_S3_L003_R1_001.fastq.gz BS_48YYAV89
DNA478598_S3_L003_R2_001.fastq.gz BS_48YYAV89
DNA478599_S1_L001_R1_001.fastq.gz BS_DXX488NK
DNA478599_S1_L001_R2_001.fastq.gz BS_DXX488NK
DNA478599_S6_L006_R1_001.fastq.gz BS_DXX488NK
DNA478599_S6_L006_R2_001.fastq.gz BS_DXX488NK
DNA478600_S2_L002_R1_001.fastq.gz BS_Y74KR1J6
DNA478600_S2_L002_R2_001.fastq.gz BS_Y74KR1J6
DNA478600_S7_L007_R1_001.fastq.gz BS_Y74KR1J6
DNA478600_S7_L007_R2_001.fastq.gz BS_Y74KR1J6
DNA478601_S3_L003_R1_001.fastq.gz BS_G1BQGES0
DNA478601_S3_L003_R2_001.fastq.gz BS_G1BQGES0
DNA478601_S8_L008_R1_001.fastq.gz BS_G1BQGES0
DNA478601_S8_L008_R2_001.fastq.gz BS_G1BQGES0
DNA478830_S8_L008_R1_001.fastq.gz BS_JPNPV7TR
DNA478830_S8_L008_R2_001.fastq.gz BS_JPNPV7TR
DNA478831_S1_L001_R1_001.fastq.gz BS_STADRX0G
DNA478831_S1_L001_R2_001.fastq.gz BS_STADRX0G
DNA478832_S2_L002_R1_001.fastq.gz BS_V44CA8MD
DNA478832_S2_L002_R2_001.fastq.gz BS_V44CA8MD
DNA478833_S3_L003_R1_001.fastq.gz BS_6SET61D3
DNA478833_S3_L003_R2_001.fastq.gz BS_6SET61D3
DNA478834_S8_L008_R1_001.fastq.gz BS_2W76DHBM
DNA478834_S8_L008_R2_001.fastq.gz BS_2W76DHBM
DNA478835_S4_L004_R1_001.fastq.gz BS_0PCV95MM
DNA478835_S4_L004_R2_001.fastq.gz BS_0PCV95MM
DNA478836_S5_L005_R1_001.fastq.gz BS_VY9PC50X
DNA478836_S5_L005_R2_001.fastq.gz BS_VY9PC50X
DNA478837_S1_L001_R1_001.fastq.gz BS_Q3QDT2GF
DNA478837_S1_L001_R2_001.fastq.gz BS_Q3QDT2GF
DNA478838_S6_L006_R1_001.fastq.gz BS_3QB6APT1
DNA478838_S6_L006_R2_001.fastq.gz BS_3QB6APT1
DNA478839_S2_L002_R1_001.fastq.gz BS_QXPH5CVW
DNA478839_S2_L002_R2_001.fastq.gz BS_QXPH5CVW
DNA478840_S7_L007_R1_001.fastq.gz BS_XM4NSD6X
DNA478840_S7_L007_R2_001.fastq.gz BS_XM4NSD6X
DNA478841_S8_L008_R1_001.fastq.gz BS_4EW0V927
DNA478841_S8_L008_R2_001.fastq.gz BS_4EW0V927
DNA478842_S1_L001_R1_001.fastq.gz BS_A0BEPF38
DNA478842_S1_L001_R2_001.fastq.gz BS_A0BEPF38
DNA478843_S3_L003_R1_001.fastq.gz BS_KW38KK7J
DNA478843_S3_L003_R2_001.fastq.gz BS_KW38KK7J
DNA478844_S2_L002_R1_001.fastq.gz BS_2AS9R9ZT
DNA478844_S2_L002_R2_001.fastq.gz BS_2AS9R9ZT
DNA478845_S4_L004_R1_001.fastq.gz BS_BA6QH8WJ
DNA478845_S4_L004_R2_001.fastq.gz BS_BA6QH8WJ
DNA478846_S5_L005_R1_001.fastq.gz BS_30K3H7KS
DNA478846_S5_L005_R2_001.fastq.gz BS_30K3H7KS
DNA478847_S3_L003_R1_001.fastq.gz BS_W1D9CZ10
DNA478847_S3_L003_R2_001.fastq.gz BS_W1D9CZ10
DNA478848_S4_L004_R1_001.fastq.gz BS_N6ABZS6T
DNA478848_S4_L004_R2_001.fastq.gz BS_N6ABZS6T
DNA478849_S5_L005_R1_001.fastq.gz BS_1T1VRBPN
DNA478849_S5_L005_R2_001.fastq.gz BS_1T1VRBPN
DNA478850_S6_L006_R1_001.fastq.gz BS_TS2X02T4
DNA478850_S6_L006_R2_001.fastq.gz BS_TS2X02T4
DNA478851_S6_L006_R1_001.fastq.gz BS_ETGDJ7BP
DNA478851_S6_L006_R2_001.fastq.gz BS_ETGDJ7BP
DNA478852_S7_L007_R1_001.fastq.gz BS_VBCNC7RN
DNA478852_S7_L007_R2_001.fastq.gz BS_VBCNC7RN
DNA478853_S8_L008_R1_001.fastq.gz BS_6N0KFAVZ
DNA478853_S8_L008_R2_001.fastq.gz BS_6N0KFAVZ
DNA478854_S1_L001_R1_001.fastq.gz BS_ECBPBNGV
DNA478854_S1_L001_R2_001.fastq.gz BS_ECBPBNGV
DNA478855_S2_L002_R1_001.fastq.gz BS_Z3YQERMR
DNA478855_S2_L002_R2_001.fastq.gz BS_Z3YQERMR
RNA_468312_7316-333.fq.gz BS_0T7HK190
RNA_468313_7316-897.fq.gz BS_0VV09DMM
RNA_468314_7316-906.fq.gz BS_XED93Y54
RNA_468315_7316-122.fq.gz BS_70H0KZBY
RNA_468316_7316-908.fq.gz BS_4VAJMKZ8
RNA_468317_7316-1073.fq.gz BS_DSMPXK5W
RNA_468318_7316-1781.fq.gz BS_1KZ45M26
RNA_468319_7316-386.fq.gz BS_B817G7D8
RNA_468320_7316-376.fq.gz BS_J97J24J4
RNA_468321_7316-878.fq.gz BS_79SN8C41
RNA_468322_7316-937.fq.gz BS_Q2GGZXP4
RNA_468324_7316-489.fq.gz BS_4EKGMCBW
RNA_468325_7316-5.fq.gz BS_FT5D96GB
RNA_468326_7316-525.fq.gz BS_Z1R23Q5E
RNA_468327_7316-922.fq.gz BS_NY2TRR10
RNA_468328_7316-358.fq.gz BS_YN5KVV5E
RNA_468928_7316-1778.fq.gz BS_KFNYH4J9
RNA_468929_7316-41.fq.gz BS_92F167PC
RNA_468930_7316-153.fq.gz BS_QVRRG6PG
RNA_477401_7316-95.fq.gz BS_64KBZC1H
RNA_477402_7316-347.fq.gz BS_YCV3V0GH
RNA_477403_7316-1771.fq.gz BS_RVCCZH0T
TCCGHmM230AAAAAPEI-3_S1_L001_R1_001.fastq.gz BS_HXCB08MS
TCCGHmM230AAAAAPEI-3_S1_L001_R2_001.fastq.gz BS_HXCB08MS
TCCGHmM230AAAAAPEI-3_S8_L008_R1_001.fastq.gz BS_HXCB08MS
TCCGHmM230AAAAAPEI-3_S8_L008_R2_001.fastq.gz BS_HXCB08MS
TCCGHmM230AAAAAPEI-4_S2_L002_R1_001.fastq.gz BS_63XHAE8Q
TCCGHmM230AAAAAPEI-4_S2_L002_R2_001.fastq.gz BS_63XHAE8Q
TCCGHmM230AAAAAPEI-4_S8_L008_R1_001.fastq.gz BS_63XHAE8Q
TCCGHmM230AAAAAPEI-4_S8_L008_R2_001.fastq.gz BS_63XHAE8Q
TCCGHmM230AAAAAPEI-4_S9_L008_R1_001.fastq.gz BS_63XHAE8Q
TCCGHmM230AAAAAPEI-4_S9_L008_R2_001.fastq.gz BS_63XHAE8Q
TCCGHmM230AAAAAPEI-6_S1_L001_R1_001.fastq.gz BS_V6S05GQN
